foro,juiz,area,valor_causa,ano,prescricao,impugnacao_pericia,nulidade_prova,acordo_proposto,ilegitimidade,decadencia,vitoria
MG,J01,cível,2570.5793749344416,2023,0,0,1,1,0,0,0
RJ,J03,cível,28970.50161738799,2020,1,1,1,1,0,1,1
MG,J01,cível,19420.811588509638,2020,0,1,0,1,0,0,1
RJ,J01,consumidor,35921.83652115359,2023,0,0,1,0,1,0,0
RS,J02,trabalhista,9963.43390413275,2020,1,0,1,0,1,1,0
MG,J02,cível,15908.022511431409,2023,1,1,1,0,1,1,1
RJ,J01,trabalhista,14457.931936261617,2021,0,1,1,0,1,1,1
RJ,J01,trabalhista,11325.10140467437,2023,0,0,0,1,0,0,0
SP,J01,agrário,4657.543133491856,2020,0,1,0,1,1,0,0
RJ,J02,consumidor,41663.49843769279,2021,0,0,1,0,0,0,0
RS,J03,agrário,36638.410151975484,2023,0,1,0,0,1,1,0
SP,J03,cível,5823.14882127682,2024,1,1,0,1,0,1,0
SP,J01,trabalhista,30703.822208612783,2024,0,0,1,0,1,1,0
RS,J01,trabalhista,241388.32355321565,2022,0,0,1,1,0,0,0
RS,J02,agrário,98221.01016124406,2024,1,0,0,1,0,0,1
RS,J03,consumidor,33188.239822634205,2021,1,1,0,0,1,0,0
MG,J02,agrário,14379.271155294633,2023,0,0,1,0,1,0,0
RS,J01,consumidor,57048.24560612547,2023,0,1,0,1,0,0,1
SP,J02,agrário,9207.058333568946,2022,1,1,0,1,0,1,0
RS,J01,trabalhista,32806.454044759375,2023,0,0,1,0,0,1,0
RS,J03,trabalhista,15866.90514846932,2023,0,0,1,0,1,1,0
RS,J01,trabalhista,17296.147072951226,2024,1,1,1,0,1,1,0
RS,J01,consumidor,52269.61805716767,2020,1,0,1,0,0,0,0
RJ,J03,trabalhista,18311.14058202412,2020,0,0,1,1,0,0,0
RJ,J01,cível,8716.335977695266,2021,1,1,0,0,1,1,0
RJ,J03,cível,21288.01042291352,2024,0,0,0,0,1,1,0
SP,J02,agrário,14780.908609028626,2021,0,0,0,1,1,1,0
RJ,J03,cível,29049.83592931894,2023,0,0,1,1,1,0,0
MG,J01,consumidor,16116.50916831644,2023,1,1,1,0,0,1,0
RJ,J02,consumidor,53608.290666113746,2022,1,0,0,0,0,0,0
MG,J03,agrário,4279.162876232197,2024,1,1,0,0,0,0,0
SP,J01,cível,197342.40471374666,2024,1,1,0,0,1,1,1
RJ,J02,agrário,14410.889688769856,2021,1,0,1,1,1,1,0
RJ,J03,consumidor,2860.545028318387,2021,1,1,0,0,1,0,0
SP,J03,agrário,17530.56547843562,2023,0,1,0,1,0,0,1
MG,J01,trabalhista,38066.10573754316,2021,1,1,0,1,0,1,1
SP,J02,cível,21950.262182699786,2023,1,1,0,0,0,1,1
RJ,J02,cível,143817.7398387452,2023,0,0,1,1,1,0,0
MG,J03,agrário,24284.660659739147,2024,1,0,1,1,0,1,0
SP,J01,consumidor,119205.23784484844,2020,1,0,0,1,0,1,0
MG,J01,consumidor,5778.757966744646,2022,0,0,0,0,1,1,0
RS,J02,cível,11344.898004944116,2022,0,0,1,0,1,0,0
RS,J02,agrário,2010.5170661724221,2024,0,1,1,1,0,1,1
MG,J01,trabalhista,65378.36596119447,2024,1,1,0,1,1,0,1
MG,J01,agrário,16586.716473521046,2024,0,0,0,0,1,1,1
SP,J02,trabalhista,30778.834166210134,2024,1,1,1,0,0,1,0
MG,J02,cível,130877.94810355858,2022,0,0,0,0,1,1,0
RS,J02,trabalhista,34152.572942619605,2024,0,1,1,1,1,0,1
RS,J03,cível,26905.38218535424,2023,0,1,1,1,1,1,0
RS,J01,trabalhista,56020.29437485802,2022,0,0,0,1,1,0,0
MG,J03,trabalhista,32183.08642163355,2020,0,1,1,0,0,0,0
SP,J01,trabalhista,15773.210988952895,2022,0,1,0,0,0,0,1
RJ,J01,consumidor,11619.070229084227,2021,0,0,1,0,1,1,1
SP,J03,consumidor,44568.602481712,2024,0,0,1,0,1,0,1
RJ,J01,trabalhista,4635.931717181362,2022,1,1,1,0,0,1,0
SP,J02,consumidor,41478.724057925916,2021,1,0,0,0,1,0,0
MG,J03,consumidor,38740.22551050164,2022,1,0,1,1,1,1,0
RS,J03,consumidor,63432.52130665485,2022,1,0,0,1,0,1,1
RJ,J02,trabalhista,12620.229006515865,2024,1,0,0,0,0,1,0
SP,J03,trabalhista,39411.33631051749,2022,1,0,0,1,0,0,1
RS,J02,consumidor,8746.781504313383,2022,1,1,1,0,1,1,0
RJ,J03,agrário,24963.02414349325,2024,1,0,1,1,0,1,0
SP,J02,trabalhista,17838.752604055244,2020,0,1,0,1,0,1,1
SP,J03,consumidor,31807.595203408924,2024,1,1,0,1,0,0,0
MG,J02,consumidor,107211.24489432224,2024,1,0,1,0,1,1,0
SP,J02,agrário,6266.3838095686815,2024,1,0,1,0,1,1,0
SP,J03,consumidor,16622.0160568907,2021,1,0,0,0,1,0,0
RJ,J01,cível,23742.972306337884,2024,1,0,1,1,0,0,1
SP,J03,trabalhista,112296.82609414533,2024,1,0,1,0,0,1,0
SP,J02,consumidor,5080.019301867999,2021,0,0,1,0,1,0,1
RJ,J02,trabalhista,25490.98299059731,2022,1,1,0,0,1,1,0
MG,J01,trabalhista,7573.796041516836,2022,0,0,1,0,0,1,1
SP,J03,cível,96931.4496761448,2024,1,0,1,1,0,0,0
RJ,J01,consumidor,29449.45963603875,2022,1,1,0,1,0,0,1
MG,J02,consumidor,17730.878908069586,2021,1,1,0,0,1,1,1
SP,J03,agrário,141661.77224532317,2022,0,0,1,1,1,1,1
RJ,J01,agrário,35608.06944258986,2020,0,1,0,0,1,0,1
RJ,J03,consumidor,51881.890342202,2024,0,0,0,0,0,1,0
SP,J03,trabalhista,340159.990320894,2024,0,0,0,0,0,0,0
SP,J03,agrário,79395.03779368095,2021,1,0,1,1,0,1,0
SP,J01,trabalhista,13724.619855725874,2023,0,1,1,1,1,0,1
RJ,J03,cível,39807.84869736998,2020,0,0,0,0,0,0,1
RS,J03,trabalhista,10530.633597238626,2024,0,1,1,1,0,0,0
MG,J01,trabalhista,79075.52452717136,2020,0,0,0,1,1,1,0
RS,J01,cível,60225.25189082174,2021,1,1,1,1,0,1,1
RS,J01,consumidor,3142.302182399971,2020,0,1,1,0,0,1,1
RS,J02,trabalhista,3238.1271178264033,2022,0,0,1,0,0,1,0
SP,J03,consumidor,27087.161522595816,2024,1,1,0,0,1,1,1
RJ,J01,cível,19981.438609963017,2023,0,1,1,1,1,0,1
MG,J03,consumidor,15134.84347221624,2021,1,0,1,0,0,1,1
RS,J03,trabalhista,98205.9786257386,2020,0,1,0,0,0,1,0
RS,J01,agrário,37486.75518019629,2021,0,0,1,0,1,0,0
RS,J02,agrário,8732.75727760488,2024,1,1,0,0,0,1,1
MG,J03,agrário,6403.297877995649,2020,1,1,0,1,0,0,0
SP,J01,cível,80274.64264334888,2021,1,1,0,1,0,0,1
RJ,J03,consumidor,51372.66742130759,2020,0,1,0,0,1,1,0
RJ,J03,trabalhista,319020.6485406201,2022,1,0,0,1,0,0,1
SP,J03,agrário,13851.202491590764,2024,1,1,1,1,1,0,0
MG,J02,consumidor,36458.29844094731,2024,0,1,0,1,0,1,1
RS,J01,cível,45477.24930516545,2023,1,1,0,0,0,0,1
RJ,J03,cível,12686.459337412954,2020,1,1,1,1,0,0,1
MG,J02,cível,64062.22175569983,2021,1,1,0,0,1,1,1
MG,J01,trabalhista,26352.37997768655,2021,1,0,1,1,1,0,0
SP,J03,cível,17918.73277836339,2023,0,0,0,1,1,1,1
RS,J02,agrário,14670.521060101086,2021,1,1,1,0,1,0,1
RS,J02,agrário,30703.48725482071,2020,0,1,0,0,1,1,0
RJ,J03,consumidor,39418.70772608077,2020,0,1,0,0,1,1,1
MG,J03,agrário,18134.501505594388,2021,1,0,1,1,0,0,0
MG,J01,agrário,49167.34825210119,2021,0,1,0,1,0,1,1
RS,J01,agrário,13709.234822803704,2020,0,0,0,1,1,0,0
RS,J02,consumidor,44290.644480457566,2023,0,1,0,0,0,1,1
RS,J02,consumidor,23596.808496370588,2021,0,0,0,0,1,0,0
MG,J02,consumidor,45528.136279761384,2024,0,1,1,0,0,1,1
MG,J02,trabalhista,7567.901343306624,2021,1,0,0,0,1,1,1
RS,J03,cível,16837.08790774644,2024,0,0,0,0,1,1,1
SP,J02,agrário,22080.082121536663,2022,0,0,0,0,1,0,1
RJ,J01,consumidor,15162.857635439988,2020,1,1,0,0,0,0,0
RS,J03,agrário,17720.079734840358,2020,1,0,0,1,0,1,1
RS,J02,cível,51232.272553923,2020,0,1,0,1,0,1,1
RS,J03,cível,22863.645376106884,2023,0,1,0,0,0,0,0
SP,J03,trabalhista,19667.50151111733,2020,1,1,1,1,1,0,0
RS,J03,trabalhista,34918.768305275466,2022,1,1,0,1,1,0,1
MG,J01,agrário,40435.051101890356,2021,1,0,1,1,1,1,0
SP,J03,trabalhista,15213.836464636162,2021,0,1,1,1,0,1,0
RS,J02,trabalhista,28231.899969944257,2020,0,0,1,1,0,1,0
RS,J02,consumidor,50724.533670533594,2022,0,1,0,0,0,0,1
RS,J02,trabalhista,48344.7402588233,2024,0,0,0,1,0,1,1
RS,J01,agrário,5724.762907993096,2023,1,1,1,0,1,0,0
SP,J01,agrário,4900.898617918597,2021,1,0,0,0,0,0,1
MG,J01,consumidor,7801.910907733714,2022,1,0,1,1,0,1,0
RS,J03,cível,126188.38512526924,2021,0,0,0,0,1,0,0
MG,J01,cível,17277.90922792964,2022,1,1,0,1,1,0,0
RS,J01,agrário,16655.92088001666,2020,1,1,0,1,0,0,1
RS,J01,consumidor,10206.99069002454,2020,0,0,1,0,0,1,0
RJ,J01,trabalhista,25428.905931226265,2020,1,1,1,0,1,0,1
RJ,J03,consumidor,163456.29788681323,2022,1,1,1,0,1,0,0
MG,J01,cível,6136.82331510406,2020,0,1,0,1,1,1,1
RJ,J01,trabalhista,42304.92672190725,2023,0,0,1,0,0,0,1
SP,J03,agrário,70876.65429397611,2023,0,0,0,0,0,0,0
MG,J02,cível,45988.490124503754,2020,1,0,1,0,1,1,1
RJ,J01,consumidor,23396.37305412116,2024,0,0,0,1,0,1,0
SP,J01,consumidor,43279.78504779267,2024,1,1,1,1,0,0,0
RJ,J03,trabalhista,39032.30448003268,2024,0,1,1,0,1,0,0
SP,J01,cível,24814.918821631163,2020,1,0,0,1,0,0,1
SP,J01,consumidor,12346.350204735854,2023,0,0,0,1,0,1,1
RJ,J02,trabalhista,20400.320970743058,2020,0,0,0,0,1,0,0
MG,J02,trabalhista,20301.405364176106,2021,0,0,1,1,0,1,0
RS,J01,trabalhista,14141.511484998502,2023,1,1,0,0,0,1,1
MG,J01,trabalhista,27911.829305678933,2021,0,0,0,1,1,1,1
SP,J02,agrário,25436.019978349785,2023,0,0,0,0,1,0,1
MG,J03,trabalhista,1598.4041613955278,2023,0,1,0,1,0,1,1
MG,J02,agrário,54040.63639993367,2023,1,1,0,1,1,1,0
SP,J01,trabalhista,51505.11540424331,2024,0,0,0,1,1,1,0
RS,J01,trabalhista,8571.671536720418,2022,1,1,1,1,1,0,0
SP,J03,trabalhista,15724.938685050343,2022,0,0,1,0,1,0,0
RJ,J01,cível,4715.890762095531,2021,0,0,1,1,1,1,1
RJ,J02,agrário,44293.60010831684,2024,0,1,1,0,0,0,1
MG,J03,consumidor,2616.610749872922,2022,1,1,1,1,0,1,1
MG,J02,cível,12919.317182724237,2020,0,1,1,0,1,0,0
RJ,J01,agrário,52942.45290354069,2024,0,1,1,1,1,0,1
RJ,J03,agrário,30794.106176968096,2024,1,0,0,0,0,1,1
RJ,J02,agrário,31385.45498234244,2020,1,1,0,1,1,0,0
SP,J01,agrário,21366.133948215807,2022,1,1,0,1,1,1,1
SP,J01,cível,42878.779529533764,2022,0,0,0,0,1,0,0
SP,J01,consumidor,12597.734298986199,2020,1,0,0,1,1,1,0
MG,J03,agrário,35194.208933122034,2022,0,0,0,1,0,1,0
RJ,J01,cível,18064.17791968916,2023,0,0,1,0,0,1,0
SP,J03,consumidor,73182.20533201982,2020,0,0,1,1,1,1,1
SP,J02,consumidor,25511.855261199587,2023,0,1,1,0,0,0,0
SP,J02,agrário,43164.86724469627,2022,1,0,1,0,1,0,0
SP,J02,agrário,57294.4653529249,2024,0,0,0,1,0,0,0
SP,J02,cível,62492.10542962998,2021,1,1,0,1,1,1,0
SP,J02,agrário,9429.897395755708,2021,0,1,0,0,1,0,0
MG,J03,consumidor,9075.026409348306,2023,0,0,1,0,0,0,0
SP,J01,cível,162694.65572519088,2020,0,1,0,1,0,0,0
RS,J03,trabalhista,4099.797652564108,2024,1,1,0,0,0,0,1
RS,J03,trabalhista,18743.0951044044,2023,1,0,0,1,1,0,0
SP,J02,agrário,16661.845245728873,2020,0,1,1,1,0,1,0
RS,J03,cível,49034.33100906909,2024,0,1,0,0,1,0,1
SP,J01,agrário,6060.867702434907,2024,1,1,0,1,1,0,1
RJ,J02,consumidor,18787.55027484327,2024,0,1,0,1,1,0,1
MG,J01,trabalhista,91931.98554805318,2023,1,1,0,1,1,1,0
RJ,J03,consumidor,48122.543637696996,2024,0,0,0,0,1,0,1
RJ,J02,trabalhista,31082.574443956004,2022,0,1,1,0,0,0,0
SP,J01,consumidor,10282.951441980562,2020,1,1,0,1,1,0,0
SP,J01,agrário,3730.5855116547636,2020,1,0,0,1,1,0,1
MG,J03,consumidor,35473.888421004216,2024,0,1,1,1,1,1,0
MG,J03,cível,3349.372523367364,2022,1,0,1,0,0,1,1
RS,J02,trabalhista,50461.22853482603,2020,1,0,0,1,0,1,1
SP,J03,agrário,208382.85083882528,2024,0,1,0,1,0,1,1
MG,J02,agrário,7900.981047386747,2024,0,0,0,1,0,1,0
RJ,J02,agrário,34098.18207456815,2022,1,1,1,1,1,0,0
RJ,J02,agrário,5947.552758690027,2022,1,0,0,0,0,0,0
RJ,J03,agrário,4657.341622193105,2023,0,0,0,1,0,0,0
RJ,J01,cível,17017.412443291705,2024,0,1,0,1,0,0,0
RS,J01,trabalhista,23609.828277779463,2023,1,0,0,1,1,0,1
MG,J02,consumidor,20621.54368616561,2023,1,1,0,0,0,0,1
RJ,J01,trabalhista,320929.3189244625,2021,0,1,1,1,0,0,0
RS,J03,trabalhista,69448.25093470518,2024,0,0,1,0,0,0,1
SP,J02,consumidor,7107.680806016397,2020,1,1,1,0,0,0,0
SP,J03,cível,30162.971755135582,2024,0,0,1,1,1,0,0
RJ,J01,consumidor,27022.270951608272,2020,0,1,0,0,1,1,0
RJ,J03,consumidor,14797.120327800827,2020,0,0,0,0,1,1,0
RJ,J03,agrário,13699.876473053786,2021,0,0,0,0,0,1,0
MG,J03,trabalhista,94628.36734933805,2024,1,1,0,0,1,1,0
MG,J01,trabalhista,11195.45075603839,2021,1,0,1,0,0,1,0
RS,J01,agrário,158365.5548750422,2021,1,1,0,1,1,0,1
MG,J02,agrário,22686.098908972606,2022,0,0,1,1,0,0,0
SP,J01,agrário,6813.120334339696,2024,1,0,0,0,1,1,0
SP,J01,consumidor,30310.373611808485,2022,0,1,0,0,1,1,1
RS,J01,trabalhista,7028.827489780125,2020,0,1,0,0,1,0,1
MG,J02,agrário,122003.70935155891,2022,0,0,0,0,1,1,0
MG,J03,trabalhista,100407.12837717585,2023,0,1,0,1,0,0,1
MG,J01,cível,59554.10906687424,2021,1,1,1,0,0,0,1
RS,J01,trabalhista,5757.309112998524,2021,1,1,1,1,0,1,0
SP,J03,consumidor,132232.40617619493,2023,0,1,1,0,0,0,1
MG,J02,cível,22963.984768683942,2024,0,1,0,1,0,0,0
RJ,J03,consumidor,29523.66356704423,2024,0,0,0,0,1,0,1
MG,J01,agrário,3767.882446037829,2024,1,0,1,1,1,0,0
RS,J02,consumidor,18406.973599478708,2021,1,1,0,1,1,0,0
MG,J02,trabalhista,28247.483159817908,2022,0,1,1,1,0,0,0
MG,J03,cível,88151.44866864462,2020,1,0,0,1,0,1,0
SP,J02,agrário,15672.059940429988,2023,0,1,0,0,1,1,1
SP,J01,cível,1309.2896670141165,2021,1,1,0,1,1,1,1
RS,J01,agrário,20253.69527415925,2021,1,1,0,0,0,1,0
SP,J03,consumidor,19041.719181481785,2020,0,1,1,1,0,0,0
RS,J03,trabalhista,5186.544810032439,2024,0,1,1,1,1,1,0
SP,J02,agrário,24291.153314011583,2022,0,1,0,1,1,0,0
RJ,J02,trabalhista,3786.167901105955,2024,1,0,0,0,0,0,0
RJ,J01,trabalhista,120127.38831342498,2024,1,1,1,0,0,0,0
MG,J01,consumidor,41073.08781470055,2021,1,0,0,0,1,1,1
RS,J03,agrário,154051.95162386264,2022,0,0,1,1,1,0,0
RS,J02,trabalhista,74720.02977966989,2023,1,1,0,0,0,0,0
RJ,J02,consumidor,11439.560262113575,2020,0,0,0,1,1,1,0
SP,J03,consumidor,21807.778943001802,2022,0,0,0,1,0,0,1
RS,J02,consumidor,12695.765360966778,2022,1,0,0,0,1,1,0
RS,J03,cível,13435.368345413915,2022,0,1,1,0,0,0,0
RS,J01,cível,30560.193110577045,2022,0,1,1,0,0,0,0
SP,J02,agrário,27914.367636288345,2024,1,1,0,1,1,0,1
SP,J03,consumidor,6217.967947935533,2022,0,0,1,0,1,1,0
RJ,J03,cível,37040.527544694734,2020,1,1,0,1,0,1,0
MG,J02,agrário,32854.62428685308,2023,1,1,0,0,1,0,0
SP,J03,trabalhista,19285.25795365085,2021,0,1,0,1,0,0,0
SP,J02,trabalhista,199089.22413432732,2024,0,1,1,1,0,0,1
MG,J01,agrário,2935.0787563267613,2023,0,0,1,0,0,1,0
MG,J02,agrário,12819.354071017897,2021,0,0,0,0,1,1,0
RJ,J02,agrário,9206.532397770023,2023,1,0,1,1,0,0,1
RJ,J01,agrário,80293.50582094381,2021,0,1,0,0,0,1,0
SP,J01,agrário,223159.7389100348,2020,1,1,1,1,1,0,0
SP,J03,agrário,2832.2052900371436,2024,0,1,0,0,0,0,1
MG,J01,consumidor,14173.185115346369,2024,1,0,0,0,1,0,0
SP,J03,consumidor,240069.95837699695,2022,1,0,1,0,0,0,0
MG,J02,consumidor,30651.412679460962,2023,1,0,0,0,1,0,1
MG,J02,agrário,43126.34844878684,2023,1,0,0,0,1,1,1
RS,J02,consumidor,2976.8045771435504,2021,0,1,0,1,0,1,1
RS,J03,cível,31460.29374586801,2020,1,0,0,0,1,1,1
RJ,J02,consumidor,15200.76496454271,2020,0,0,1,0,1,0,1
RJ,J01,consumidor,19906.421448239373,2021,0,1,1,0,0,1,0
MG,J02,trabalhista,50811.597980435654,2021,0,0,1,1,0,0,0
RJ,J02,agrário,7235.344553538405,2021,1,1,1,0,1,1,0
SP,J02,agrário,144525.90322084614,2021,1,0,1,0,0,0,0
RS,J03,trabalhista,42205.74245300036,2021,0,0,1,0,0,0,1
MG,J01,cível,4020.060908878991,2022,1,0,0,0,0,1,0
MG,J02,trabalhista,15054.953017328151,2021,0,1,1,1,1,1,0
SP,J02,cível,34592.89561784725,2020,1,0,1,0,1,1,0
RS,J01,consumidor,72138.72180293652,2020,1,0,0,0,0,1,1
SP,J01,cível,17839.60984219994,2023,0,0,0,0,0,0,0
RS,J01,consumidor,7585.4339416132025,2022,0,0,0,0,1,0,1
RJ,J01,consumidor,25937.5299145676,2022,0,0,0,1,1,0,0
SP,J03,consumidor,28547.324046075282,2020,0,1,0,0,1,0,0
MG,J02,cível,8405.24156649005,2023,1,0,1,0,0,1,0
SP,J02,consumidor,15382.764192307868,2022,1,0,0,1,1,0,1
RS,J01,consumidor,12881.315075686909,2020,0,1,1,0,1,0,0
RJ,J02,trabalhista,48385.34324091506,2021,1,0,0,0,0,1,1
SP,J01,cível,3964.2806920213075,2024,1,1,1,1,0,0,0
MG,J01,trabalhista,5898.541152315914,2022,0,1,1,0,0,1,0
MG,J01,agrário,71716.87112177996,2023,0,0,1,0,1,0,0
RS,J01,cível,8173.933814531026,2020,0,1,0,1,1,0,1
MG,J02,consumidor,139815.10823091757,2024,1,1,0,0,0,0,1
RS,J01,cível,38077.5445551662,2023,1,1,1,0,0,1,0
MG,J02,trabalhista,8000.917897894675,2021,1,1,0,1,0,0,0
RJ,J02,consumidor,19796.17071099256,2024,0,1,0,1,1,0,0
MG,J03,consumidor,21334.51521996477,2024,0,0,0,1,0,1,0
SP,J02,consumidor,263835.9381871622,2021,1,0,0,0,0,1,0
RS,J01,trabalhista,18769.61112808819,2023,1,0,0,1,0,0,1
RS,J03,cível,19499.01700140509,2023,0,1,0,1,1,0,1
SP,J02,agrário,100735.43063249288,2021,0,1,0,1,0,0,1
RS,J01,trabalhista,11054.69809448394,2021,1,1,1,1,0,1,1
SP,J01,agrário,22649.73882046656,2022,0,1,1,0,1,0,0
MG,J03,agrário,28099.26585758163,2023,1,1,0,0,1,1,1
RJ,J02,consumidor,63728.08638881013,2021,0,0,1,0,0,0,0
RS,J01,trabalhista,21396.99363913305,2020,1,1,1,1,0,0,0
RS,J03,agrário,14001.01190572698,2023,1,0,0,1,0,1,1
SP,J02,cível,37229.60385741593,2023,0,1,1,0,0,0,0
SP,J01,agrário,30582.881714593637,2020,0,0,0,1,1,1,0
RJ,J03,consumidor,6136.894708903602,2024,1,0,1,0,1,1,1
RS,J03,trabalhista,14444.664615509153,2021,1,1,1,0,1,1,0
MG,J02,trabalhista,45543.23211267465,2024,0,1,0,0,1,0,1
SP,J02,cível,27906.33316927779,2020,0,0,0,1,1,1,1
RJ,J03,trabalhista,62348.6221928338,2020,0,0,0,1,1,1,0
MG,J03,consumidor,133036.55512055874,2022,0,0,0,1,0,1,0
RS,J02,consumidor,23404.29268322381,2023,1,1,1,1,0,0,0
SP,J03,cível,15713.802937982946,2022,1,1,0,0,0,0,1
MG,J02,agrário,4363.749447071841,2022,0,0,1,1,0,0,1
RJ,J02,trabalhista,63754.58980917195,2022,1,1,1,1,1,1,0
RJ,J02,consumidor,6813.81166923522,2023,0,1,1,0,0,0,1
RS,J02,cível,15012.109686723445,2024,1,0,1,1,1,1,1
SP,J02,agrário,33954.850481844616,2021,1,1,1,0,1,0,0
RJ,J03,trabalhista,11913.704353299852,2022,0,1,0,0,1,1,0
SP,J01,trabalhista,109672.44635225007,2020,0,1,0,1,0,1,0
RS,J02,consumidor,44951.451103896,2023,1,1,0,1,1,1,0
SP,J01,consumidor,4519.715602228703,2024,0,1,1,1,0,0,0
RS,J01,cível,41330.83252139607,2021,0,0,1,1,0,1,0
MG,J01,trabalhista,4119.546675461083,2021,0,1,0,1,0,1,0
SP,J01,cível,2868.5302289775163,2021,0,0,1,0,0,1,0
MG,J03,trabalhista,5462.782099361961,2024,0,1,0,0,0,1,0
RS,J03,agrário,33490.33859620951,2023,0,0,0,1,1,1,0
RJ,J01,cível,36156.00085790085,2023,1,1,1,0,1,1,0
RS,J03,consumidor,14304.485410159037,2023,1,0,0,1,0,0,0
RJ,J02,consumidor,6896.835234468917,2023,1,1,0,1,0,0,1
SP,J03,agrário,38479.785754183715,2020,1,0,0,0,0,0,0
RS,J01,cível,9656.927694813701,2024,0,0,1,1,0,1,1
RJ,J01,consumidor,71750.42515304628,2024,1,1,1,1,1,1,0
RJ,J01,agrário,8642.82172281205,2024,1,0,0,0,0,1,0
RS,J02,trabalhista,34238.728956168816,2023,0,1,1,1,0,1,0
RJ,J03,cível,100500.40480951338,2024,0,1,1,1,1,0,0
RJ,J03,consumidor,33708.846624213475,2021,1,1,1,1,0,0,0
SP,J01,consumidor,2197.139791674145,2022,1,0,1,1,0,0,0
RS,J03,trabalhista,2414.5131675506723,2020,1,0,1,0,0,1,1
MG,J02,trabalhista,18792.995519957167,2023,0,0,1,1,0,1,0
SP,J01,trabalhista,21008.441168336816,2023,1,0,0,0,1,1,0
MG,J02,agrário,10774.635428463549,2020,1,1,0,0,1,1,1
SP,J01,cível,13290.467786846812,2024,1,0,0,1,0,0,0
RS,J03,cível,7767.5399331138215,2021,0,0,1,0,0,1,0
RJ,J01,consumidor,35366.12149260934,2020,1,1,0,1,1,1,0
SP,J03,cível,43732.40794533749,2024,0,1,1,1,0,0,1
MG,J03,consumidor,26402.11288134171,2021,1,1,1,1,0,0,0
RS,J01,cível,16188.950324008238,2024,0,0,1,0,0,0,1
RJ,J01,cível,48685.72084053728,2022,0,0,0,0,0,0,0
RJ,J02,consumidor,34880.285703648326,2020,1,0,1,0,0,1,0
RS,J02,trabalhista,66329.73199764617,2023,1,0,1,0,1,0,0
SP,J03,consumidor,22293.42149430829,2024,0,1,1,0,0,1,0
SP,J01,trabalhista,103672.9128933887,2024,1,1,0,0,1,1,0
RS,J03,trabalhista,5868.676555288448,2022,0,0,0,0,0,1,1
MG,J03,trabalhista,49842.17709316595,2022,1,0,0,0,0,1,0
MG,J03,consumidor,20191.832997273865,2023,0,1,0,0,1,0,0
RS,J01,consumidor,172701.1176644796,2024,0,1,1,1,1,0,1
SP,J03,cível,12516.5625647502,2020,0,0,1,0,0,0,1
RJ,J03,cível,5244.501240337003,2024,0,0,1,0,0,1,0
SP,J01,agrário,46001.26367992845,2022,1,1,1,1,1,1,0
MG,J03,trabalhista,7606.8418406054125,2024,1,0,1,0,1,0,1
RJ,J03,trabalhista,17765.609029640946,2024,0,1,0,1,0,0,1
RJ,J03,agrário,58072.96000805379,2021,1,0,0,1,1,0,1
RJ,J03,agrário,4107.1910765890825,2020,0,1,0,0,1,0,1
RS,J02,trabalhista,5386.166838811451,2021,1,1,1,1,1,0,0
RS,J03,trabalhista,152526.2091012259,2023,0,1,1,1,0,0,1
MG,J02,cível,41951.55270245878,2024,0,1,0,1,0,1,0
MG,J01,trabalhista,82412.13036062976,2022,0,1,0,1,0,1,0
RS,J01,agrário,263015.72157315887,2021,1,0,0,1,0,0,1
RS,J03,consumidor,54471.95912551906,2020,0,1,1,1,0,0,1
SP,J01,trabalhista,11696.971977972393,2024,0,1,1,1,1,0,0
RJ,J03,consumidor,23070.95673644254,2020,0,1,0,1,0,1,0
RS,J01,trabalhista,4957.554151691863,2022,1,0,1,0,1,1,0
MG,J02,trabalhista,29681.13649806715,2020,1,0,1,1,0,1,0
RJ,J01,trabalhista,29987.123859482777,2022,0,1,0,0,0,0,0
MG,J01,trabalhista,21130.469624034235,2022,1,0,1,1,1,1,1
MG,J01,cível,56644.7811097386,2022,1,0,0,1,0,1,0
MG,J02,agrário,14950.460017009913,2021,1,0,0,0,0,1,0
MG,J01,cível,127855.47784385685,2021,0,1,1,0,1,1,1
SP,J02,cível,59454.79354744868,2023,0,1,1,1,1,0,0
RJ,J01,cível,17131.064796395545,2023,1,0,1,1,0,1,0
RS,J03,trabalhista,6613.673956411534,2020,0,0,1,0,0,1,0
RS,J03,trabalhista,27764.732947938104,2024,1,1,0,0,1,1,1
MG,J02,trabalhista,14881.147652511463,2023,1,1,0,0,1,0,0
RJ,J01,cível,7291.260071978786,2020,0,1,1,0,1,1,1
SP,J02,agrário,14032.775225206986,2020,0,0,1,1,1,0,0
RJ,J02,agrário,3335.901530273977,2021,0,0,1,1,0,1,1
MG,J03,agrário,13062.516110914716,2023,0,1,0,1,1,0,1
RS,J03,consumidor,6088.221152077053,2021,1,1,1,0,1,0,1
RJ,J02,agrário,18611.540953718086,2023,1,1,1,0,0,0,0
MG,J02,cível,94746.35948458096,2024,0,0,1,0,0,0,1
MG,J03,agrário,11835.049649108458,2021,0,0,0,0,0,1,0
SP,J01,agrário,15460.353559748235,2022,0,0,1,0,0,0,0
RS,J03,cível,22189.094854006275,2023,1,0,0,0,0,0,0
RS,J01,trabalhista,10596.114514308088,2022,0,1,0,1,1,0,0
SP,J03,consumidor,39132.370706631715,2024,1,1,0,1,0,1,1
RJ,J03,cível,27869.86986879126,2021,1,0,0,0,0,0,0
RJ,J01,consumidor,9779.23007196832,2024,1,0,1,0,0,0,0
