area,area_juridica,tipo_processo,foro,valor_causa,complexidade,duracao_esperada,descricao,probabilidade_sucesso,prescricao,nulidade_prova,ilegitimidade,impugnacao_pericia,acordo_proposto,decadencia,incompetencia,conexao
agrario,Direito Agrário,Agrário,RJ,4126561,Média,15,Ação de usucapião de imóvel rural,0.6,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,ES,213656,Média,12,Rescisão contratual com pedido de restituição de valores,0.7,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,34094,Média,8,Cobrança de verbas rescisórias não pagas,0.75,0,0,0,0,1,0,0,0
penal,Direito Penal,Penal,RJ,0,Alta,23,Ação penal por crime ambiental,0.55,0,0,1,0,0,0,1,0
civil,Direito Civil,Civil,CE,145975,Alta,18,Ação de despejo por falta de pagamento,0.7,0,1,0,0,0,0,0,0
penal,Direito Penal,Penal,PE,0,Alta,26,Processo por lesão corporal dolosa,0.6,0,1,1,0,0,0,1,0
agrario,Direito Agrário,Agrário,SC,2432608,Média,15,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
penal,Direito Penal,Penal,SP,0,Média,18,Ação penal por crime ambiental,0.5,0,0,0,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,GO,36579,Baixa,6,Negativação indevida do nome do consumidor,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,62519,Baixa,4,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
civil,Direito Civil,Civil,CE,488184,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,0,1,0,0,0,0,0
civil,Direito Civil,Civil,DF,66193,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,86079,Alta,14,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,44985,Alta,11,Equiparação salarial entre empregados,0.75,0,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,ES,35303,Baixa,7,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,SP,354674,Alta,18,Rescisão contratual com pedido de restituição de valores,0.7,0,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,MS,1022759,Alta,20,Desapropriação para fins de reforma agrária,0.65,1,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,94012,Baixa,4,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,MG,0,Baixa,15,Ação penal por crime ambiental,0.5,0,0,0,0,0,0,1,0
penal,Direito Penal,Penal,MS,0,Alta,23,Ação penal por crime ambiental,0.5,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,91497,Baixa,6,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,30073,Média,8,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,72774,Baixa,7,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,17469,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,SP,2970970,Média,15,Ação de usucapião de imóvel rural,0.7,1,0,1,1,0,0,0,0
ambiental,Direito Ambiental,Ambiental,ES,78707478,Média,22,Processo jurídico na área de ambiental,0.63,0,0,0,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,MS,35525,Baixa,9,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,MT,300609,Alta,25,Processo jurídico na área de administrativo,0.57,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,MT,1784107,Alta,30,Execução fiscal de débito previdenciário,0.75,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,CE,11711,Baixa,7,Vício em produto com pedido de substituição,0.85,0,0,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,BA,18496,Baixa,9,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,0,0,1,0,0,0
penal,Direito Penal,Penal,SP,0,Alta,24,Processo por lesão corporal dolosa,0.5,0,0,0,0,0,0,1,0
empresarial,Direito Empresarial,Empresarial,GO,41476886,Alta,17,Processo jurídico na área de empresarial,0.73,0,1,0,0,0,0,0,0
penal,Direito Penal,Penal,PR,0,Média,18,Processo por lesão corporal dolosa,0.55,0,1,0,0,0,0,1,0
agrario,Direito Agrário,Agrário,RJ,2208629,Média,15,Ação de usucapião de imóvel rural,0.7,1,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,72619,Alta,11,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,MG,4771,Média,10,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,ES,368054,Baixa,11,Cobrança de dívida com pedido de penhora de bens,0.7,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,MT,9509452,Média,24,Mandado de segurança contra cobrança de ICMS,0.75,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,SP,253448,Média,12,Ação de despejo por falta de pagamento,0.7,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,RS,86223,Média,12,Rescisão contratual com pedido de restituição de valores,0.75,1,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,PE,30629,Média,10,Propaganda enganosa com pedido de indenização,0.8,0,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,GO,47689,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,40683,Média,8,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,MG,30766024,Média,14,Processo jurídico na área de empresarial,0.78,0,1,0,0,0,0,0,1
previdenciario,Direito Previdenciário,Previdenciário,PE,76968,Média,16,Processo jurídico na área de previdenciario,0.82,1,0,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,RS,47938,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,ES,16722219,Média,14,Processo jurídico na área de empresarial,0.73,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,2685,Baixa,7,Cobrança de verbas rescisórias não pagas,0.8,0,1,0,0,1,0,0,0
penal,Direito Penal,Penal,PE,0,Alta,25,Ação penal por crime contra o patrimônio,0.5,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,CE,161372,Baixa,11,Rescisão contratual com pedido de restituição de valores,0.75,1,1,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,BA,116061,Média,16,Processo jurídico na área de previdenciario,0.82,1,0,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,SC,22972,Baixa,6,Vício em produto com pedido de substituição,0.8,0,0,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,ES,13227,Média,16,Processo jurídico na área de previdenciario,0.77,0,0,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,RJ,66824,Baixa,14,Processo jurídico na área de previdenciario,0.82,1,0,0,1,0,0,0,0
civil,Direito Civil,Civil,MG,265637,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,SP,70189,Média,12,Ação de despejo por falta de pagamento,0.75,1,0,1,0,0,0,0,0
penal,Direito Penal,Penal,MT,0,Alta,26,Processo por lesão corporal dolosa,0.6,0,1,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,SC,14401,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,0,0,0,1,0,0,0
civil,Direito Civil,Civil,MS,70367,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
penal,Direito Penal,Penal,BA,0,Alta,25,Ação penal por crime ambiental,0.55,0,0,1,0,0,0,1,0
civil,Direito Civil,Civil,MT,469471,Baixa,10,Cobrança de dívida com pedido de penhora de bens,0.7,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,DF,2068,Alta,16,Negativação indevida do nome do consumidor,0.8,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,RS,302528,Média,12,Ação de despejo por falta de pagamento,0.75,1,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,MS,262644,Média,15,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
civil,Direito Civil,Civil,RS,70036,Média,12,Ação de despejo por falta de pagamento,0.75,1,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,PE,2872039,Alta,19,Conflito de terras entre posseiros,0.65,0,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,6589,Média,8,Ação de rescisão indireta por assédio moral,0.75,0,0,0,0,1,0,0,0
tributario,Direito Tributário,Tributário,MG,7412676,Alta,32,Repetição de indébito tributário,0.65,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,BA,83594,Média,8,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,MS,48631,Baixa,14,Processo jurídico na área de previdenciario,0.77,0,0,0,1,0,0,0,0
agrario,Direito Agrário,Agrário,RS,1455935,Alta,23,Conflito de terras entre posseiros,0.65,1,0,1,0,0,0,0,0
penal,Direito Penal,Penal,PR,0,Alta,26,Ação penal por crime contra o patrimônio,0.55,0,1,0,0,0,0,1,0
penal,Direito Penal,Penal,SP,0,Média,18,Ação penal por crime contra o patrimônio,0.6,0,1,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,PR,95617,Baixa,6,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RS,27841,Baixa,6,Negativação indevida do nome do consumidor,0.85,0,1,0,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,PR,42414534,Alta,17,Processo jurídico na área de empresarial,0.78,0,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,GO,4315739,Alta,20,Regularização fundiária de propriedade rural,0.6,0,0,0,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,51962,Alta,12,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,57320,Média,8,Ação de rescisão indireta por assédio moral,0.8,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,96910,Média,8,Ação de rescisão indireta por assédio moral,0.8,0,1,0,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,CE,39182275,Média,14,Processo jurídico na área de empresarial,0.78,0,0,0,0,1,0,0,1
tributario,Direito Tributário,Tributário,PE,310633,Média,24,Execução fiscal de débito previdenciário,0.65,1,0,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,ES,1419947,Média,15,Conflito de terras entre posseiros,0.6,0,0,0,1,0,0,0,0
penal,Direito Penal,Penal,GO,0,Alta,26,Ação penal por crime contra o patrimônio,0.5,0,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,PR,4823611,Alta,20,Desapropriação para fins de reforma agrária,0.65,1,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SP,5262,Média,10,Negativação indevida do nome do consumidor,0.8,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,PE,274245,Média,20,Processo jurídico na área de administrativo,0.62,0,1,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,MS,469441,Alta,28,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,RJ,448387,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,MG,156303,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,DF,24492,Média,10,Negativação indevida do nome do consumidor,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,27488,Média,8,Ação de rescisão indireta por assédio moral,0.75,0,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MG,39466,Alta,14,Vício em produto com pedido de substituição,0.8,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,PR,224787,Baixa,10,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RS,28140,Baixa,7,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,10636,Baixa,6,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,MS,35318321,Média,14,Processo jurídico na área de empresarial,0.78,0,1,0,0,0,0,0,1
civil,Direito Civil,Civil,PR,141865,Média,12,Cobrança de dívida com pedido de penhora de bens,0.7,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,ES,385656,Média,20,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,74406,Média,8,Cobrança de verbas rescisórias não pagas,0.8,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MS,76312,Média,8,Cobrança de verbas rescisórias não pagas,0.8,1,0,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,MG,129143,Média,16,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
empresarial,Direito Empresarial,Empresarial,MT,6158750,Baixa,10,Processo jurídico na área de empresarial,0.73,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,MT,5741961,Alta,29,Repetição de indébito tributário,0.7,1,1,0,0,0,0,0,0
civil,Direito Civil,Civil,SC,91981,Baixa,9,Rescisão contratual com pedido de restituição de valores,0.7,0,1,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,RS,168142,Baixa,12,Processo jurídico na área de previdenciario,0.82,1,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,57333,Alta,13,Ação de rescisão indireta por assédio moral,0.8,0,1,0,0,1,0,0,0
constitucional,Direito Constitucional,Constitucional,GO,0,Alta,33,Processo jurídico na área de constitucional,0.58,0,1,0,0,0,0,0,1
previdenciario,Direito Previdenciário,Previdenciário,DF,174658,Alta,24,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
empresarial,Direito Empresarial,Empresarial,BA,38320966,Baixa,11,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
empresarial,Direito Empresarial,Empresarial,SP,30044332,Alta,17,Processo jurídico na área de empresarial,0.78,0,0,0,0,1,0,0,1
penal,Direito Penal,Penal,MT,0,Alta,23,Investigação de crime tributário,0.5,0,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,MG,25013122,Média,14,Processo jurídico na área de empresarial,0.78,0,1,0,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,SP,19716391,Alta,20,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
consumidor,Direito do Consumidor,Civil,SP,26814,Baixa,6,Propaganda enganosa com pedido de indenização,0.8,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,GO,74193,Alta,24,Processo jurídico na área de administrativo,0.62,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,PE,282688,Baixa,8,Cobrança de dívida com pedido de penhora de bens,0.75,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,59219,Alta,12,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,RS,1217810,Alta,29,Mandado de segurança contra cobrança de ICMS,0.65,1,0,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RS,1867,Baixa,7,Negativação indevida do nome do consumidor,0.9,0,1,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,MG,2670,Média,10,Vício em produto com pedido de substituição,0.85,0,0,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,78739,Baixa,7,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,PR,34221,Baixa,15,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
civil,Direito Civil,Civil,MG,194423,Alta,16,Rescisão contratual com pedido de restituição de valores,0.75,1,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,MT,2981825,Média,15,Regularização fundiária de propriedade rural,0.6,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,DF,35219,Alta,17,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,CE,9066,Baixa,9,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,0,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,CE,35156409,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
civil,Direito Civil,Civil,SC,217372,Baixa,8,Cobrança de dívida com pedido de penhora de bens,0.75,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MT,30619,Baixa,6,Vício em produto com pedido de substituição,0.8,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,MS,573721,Média,20,Processo jurídico na área de administrativo,0.62,0,1,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,MT,34427,Média,16,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,67579,Alta,11,Cobrança de verbas rescisórias não pagas,0.75,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,13434,Baixa,5,Equiparação salarial entre empregados,0.8,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MG,11682,Baixa,9,Vício em produto com pedido de substituição,0.8,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,46044,Média,8,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,86643,Alta,15,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
civil,Direito Civil,Civil,RS,336531,Média,12,Cobrança de dívida com pedido de penhora de bens,0.75,1,0,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,PE,42609519,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
consumidor,Direito do Consumidor,Civil,RS,19601,Média,10,Negativação indevida do nome do consumidor,0.9,0,1,1,0,1,0,0,0
penal,Direito Penal,Penal,PE,0,Alta,22,Investigação de crime tributário,0.6,0,1,1,0,0,0,1,0
agrario,Direito Agrário,Agrário,RS,2614125,Alta,23,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
agrario,Direito Agrário,Agrário,BA,4889166,Baixa,11,Desapropriação para fins de reforma agrária,0.6,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,75360,Média,8,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,GO,1892791,Baixa,13,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
civil,Direito Civil,Civil,MS,291693,Média,12,Cobrança de dívida com pedido de penhora de bens,0.75,1,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,SP,485262,Baixa,11,Conflito de terras entre posseiros,0.6,1,0,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,RS,1701168,Média,15,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
tributario,Direito Tributário,Tributário,MT,8790243,Alta,31,Execução fiscal de débito previdenciário,0.65,1,0,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,SP,3248107,Alta,18,Conflito de terras entre posseiros,0.6,0,0,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,SP,162912,Alta,24,Processo jurídico na área de previdenciario,0.82,1,0,0,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,87925,Média,8,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,25114,Alta,15,Equiparação salarial entre empregados,0.75,0,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,SP,92473,Alta,27,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,MS,237384,Alta,20,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,RJ,8978330,Média,24,Ação anulatória de auto de infração,0.7,0,1,1,0,0,0,0,0
